A,B,x,y,C,z,C_canonical,z_canonical,gcd,a,b,c,m,alpha,beta,gamma,macro_family,sub_family,regime,geometry,proof_status,certificate
522815,16865,3,4,607140,3,607140,3,16865,31,1,36,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=31,b=1,r=31,g=16865,x=3,y=4,z=3)"
431130,20530,3,4,636430,3,636430,3,20530,21,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=21,b=1,r=21,g=20530,x=3,y=4,z=3)"
249158,35594,3,4,1174602,3,1174602,3,35594,7,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=7,b=1,r=7,g=35594,x=3,y=4,z=3)"
313060,28460,3,4,882260,3,882260,3,28460,11,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=11,b=1,r=11,g=28460,x=3,y=4,z=3)"
649822,13826,3,4,677474,3,677474,3,13826,47,1,49,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=47,b=1,r=47,g=13826,x=3,y=4,z=3)"
164535,54845,3,4,2084110,3,2084110,3,54845,3,1,38,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=54845,x=3,y=4,z=3)"
252105,36015,4,5,504210,4,504210,4,36015,7,1,14,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=7,b=1,r=7,g=36015,x=4,y=5,z=4)"
286695,31855,4,5,445970,4,445970,4,31855,9,1,14,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=9,b=1,r=9,g=31855,x=4,y=5,z=4)"
213750,42750,3,4,1496250,3,1496250,3,42750,5,1,35,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=5,b=1,r=5,g=42750,x=3,y=4,z=3)"
234528,39088,3,4,1328992,3,1328992,3,39088,6,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=6,b=1,r=6,g=39088,x=3,y=4,z=3)"
762111,12097,3,4,774208,3,774208,3,12097,63,1,64,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=63,b=1,r=63,g=12097,x=3,y=4,z=3)"
288351,32039,3,4,1025248,3,1025248,3,32039,9,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=9,b=1,r=9,g=32039,x=3,y=4,z=3)"
274560,34320,4,5,480480,4,480480,4,34320,8,1,14,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=8,b=1,r=8,g=34320,x=4,y=5,z=4)"
336756,28063,3,4,869953,3,869953,3,28063,12,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=12,b=1,r=12,g=28063,x=3,y=4,z=3)"
575540,16444,3,4,641316,3,641316,3,16444,35,1,39,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=35,b=1,r=35,g=16444,x=3,y=4,z=3)"
435820,21791,3,4,675521,3,675521,3,21791,20,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=20,b=1,r=20,g=21791,x=3,y=4,z=3)"
137826,68913,3,4,2825433,3,2825433,3,68913,2,1,41,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=68913,x=3,y=4,z=3)"
620280,15507,3,4,666801,3,666801,3,15507,40,1,43,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=40,b=1,r=40,g=15507,x=3,y=4,z=3)"
473823,20601,3,4,659232,3,659232,3,20601,23,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=23,b=1,r=23,g=20601,x=3,y=4,z=3)"
358722,27594,3,4,855414,3,855414,3,27594,13,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=13,b=1,r=13,g=27594,x=3,y=4,z=3)"
536094,18486,3,4,647010,3,647010,3,18486,29,1,35,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=29,b=1,r=29,g=18486,x=3,y=4,z=3)"
691584,14408,3,4,720400,3,720400,3,14408,48,1,50,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=48,b=1,r=48,g=14408,x=3,y=4,z=3)"
798784,12481,3,4,811265,3,811265,3,12481,64,1,65,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=64,b=1,r=64,g=12481,x=3,y=4,z=3)"
435708,22932,3,4,710892,3,710892,3,22932,19,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=19,b=1,r=19,g=22932,x=3,y=4,z=3)"
283400,35425,3,4,1169025,3,1169025,3,35425,8,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=8,b=1,r=8,g=35425,x=3,y=4,z=3)"
317680,31768,3,4,1016576,3,1016576,3,31768,10,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=10,b=1,r=10,g=31768,x=3,y=4,z=3)"
201476,50369,4,5,755535,4,755535,4,50369,4,1,15,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=50369,x=4,y=5,z=4)"
572320,17885,3,4,661745,3,661745,3,17885,32,1,37,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=32,b=1,r=32,g=17885,x=3,y=4,z=3)"
202356,50589,3,4,1871793,3,1871793,3,50589,4,1,37,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=50589,x=3,y=4,z=3)"
378658,27047,3,4,838457,3,838457,3,27047,14,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=14,b=1,r=14,g=27047,x=3,y=4,z=3)"
379680,27120,4,5,433920,4,433920,4,27120,14,1,16,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=14,b=1,r=14,g=27120,x=4,y=5,z=4)"
507800,20312,3,4,670296,3,670296,3,20312,25,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=25,b=1,r=25,g=20312,x=3,y=4,z=3)"
431262,23959,3,4,742729,3,742729,3,23959,18,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=18,b=1,r=18,g=23959,x=3,y=4,z=3)"
176418,58806,5,6,529254,5,529254,5,58806,3,1,9,5,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=58806,x=5,y=6,z=5)"
529767,19621,3,4,667114,3,667114,3,19621,27,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=27,b=1,r=27,g=19621,x=3,y=4,z=3)"
176925,58975,8,9,235900,8,235900,8,58975,3,1,4,8,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=58975,x=8,y=9,z=8)"
396240,26416,3,4,818896,3,818896,3,26416,15,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=15,b=1,r=15,g=26416,x=3,y=4,z=3)"
422926,24878,3,4,771218,3,771218,3,24878,17,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=17,b=1,r=17,g=24878,x=3,y=4,z=3)"
177876,59292,3,4,2312388,3,2312388,3,59292,3,1,39,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=59292,x=3,y=4,z=3)"
411120,25695,3,4,796545,3,796545,3,25695,16,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=16,b=1,r=16,g=25695,x=3,y=4,z=3)"
272727,38961,3,4,1324674,3,1324674,3,38961,7,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=7,b=1,r=7,g=38961,x=3,y=4,z=3)"
358668,29889,4,5,448335,4,448335,4,29889,12,1,15,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=12,b=1,r=12,g=29889,x=4,y=5,z=4)"
486640,22120,3,4,707840,3,707840,3,22120,22,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=22,b=1,r=22,g=22120,x=3,y=4,z=3)"
836615,12871,3,4,849486,3,849486,3,12871,65,1,66,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=65,b=1,r=65,g=12871,x=3,y=4,z=3)"
232655,46531,3,4,1675116,3,1675116,3,46531,5,1,36,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=5,b=1,r=5,g=46531,x=3,y=4,z=3)"
624384,17344,3,4,693760,3,693760,3,17344,36,1,40,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=36,b=1,r=36,g=17344,x=3,y=4,z=3)"
666783,16263,3,4,715572,3,715572,3,16263,41,1,44,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=41,b=1,r=41,g=16263,x=3,y=4,z=3)"
345807,31437,3,4,1005984,3,1005984,3,31437,11,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=11,b=1,r=11,g=31437,x=3,y=4,z=3)"
255954,42659,3,4,1493065,3,1493065,3,42659,6,1,35,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=6,b=1,r=6,g=42659,x=3,y=4,z=3)"
148160,74080,3,4,3111360,3,3111360,3,74080,2,1,42,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=74080,x=3,y=4,z=3)"
735098,15002,3,4,765102,3,765102,3,15002,49,1,51,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=49,b=1,r=49,g=15002,x=3,y=4,z=3)"
316872,35208,3,4,1161864,3,1161864,3,35208,9,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=9,b=1,r=9,g=35208,x=3,y=4,z=3)"
372480,31040,3,4,993280,3,993280,3,31040,12,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=12,b=1,r=12,g=31040,x=3,y=4,z=3)"
456210,25345,4,5,481555,4,481555,4,25345,18,1,19,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=18,b=1,r=18,g=25345,x=4,y=5,z=4)"
589680,19656,3,4,707616,3,707616,3,19656,30,1,36,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=30,b=1,r=30,g=19656,x=3,y=4,z=3)"
493647,23507,3,4,752224,3,752224,3,23507,21,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=21,b=1,r=21,g=23507,x=3,y=4,z=3)"
875622,13267,3,4,888889,3,888889,3,13267,66,1,67,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=66,b=1,r=66,g=13267,x=3,y=4,z=3)"
530712,22113,3,4,729729,3,729729,3,22113,24,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=24,b=1,r=24,g=22113,x=3,y=4,z=3)"
624855,18935,3,4,719530,3,719530,3,18935,33,1,38,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=33,b=1,r=33,g=18935,x=3,y=4,z=3)"
219232,54808,3,4,2082704,3,2082704,3,54808,4,1,38,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=54808,x=3,y=4,z=3)"
310336,38792,3,4,1318928,3,1318928,3,38792,8,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=8,b=1,r=8,g=38792,x=3,y=4,z=3)"
397423,30571,3,4,978272,3,978272,3,30571,13,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=13,b=1,r=13,g=30571,x=3,y=4,z=3)"
155994,77997,7,8,389985,7,389985,7,77997,2,1,5,7,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=77997,x=7,y=8,z=7)"
780400,15608,3,4,811616,3,811616,3,15608,50,1,52,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=50,b=1,r=50,g=15608,x=3,y=4,z=3)"
715554,17037,3,4,766665,3,766665,3,17037,42,1,45,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=42,b=1,r=42,g=17037,x=3,y=4,z=3)"
349370,34937,3,4,1152921,3,1152921,3,34937,10,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=10,b=1,r=10,g=34937,x=3,y=4,z=3)"
585844,20923,3,4,732305,3,732305,3,20923,28,1,35,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=28,b=1,r=28,g=20923,x=3,y=4,z=3)"
495360,24768,3,4,792576,3,792576,3,24768,20,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=20,b=1,r=20,g=24768,x=3,y=4,z=3)"
564928,21728,3,4,738752,3,738752,3,21728,26,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=26,b=1,r=26,g=21728,x=3,y=4,z=3)"
191919,63973,3,4,2558920,3,2558920,3,63973,3,1,40,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=63973,x=3,y=4,z=3)"
675916,18268,3,4,748988,3,748988,3,18268,37,1,41,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=37,b=1,r=37,g=18268,x=3,y=4,z=3)"
295694,42242,5,6,380178,5,380178,5,42242,7,1,9,5,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=7,b=1,r=7,g=42242,x=5,y=6,z=5)"
250000,50000,4,5,750000,4,750000,4,50000,5,1,15,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=5,b=1,r=5,g=50000,x=4,y=5,z=4)"
915823,13669,3,4,929492,3,929492,3,13669,67,1,68,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=67,b=1,r=67,g=13669,x=3,y=4,z=3)"
420336,30024,3,4,960768,3,960768,3,30024,14,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=14,b=1,r=14,g=30024,x=3,y=4,z=3)"
158998,79499,3,4,3418457,3,3418457,3,79499,2,1,43,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=79499,x=3,y=4,z=3)"
297724,42532,3,4,1488620,3,1488620,3,42532,7,1,35,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=7,b=1,r=7,g=42532,x=3,y=4,z=3)"
492271,25909,3,4,829088,3,829088,3,25909,19,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=19,b=1,r=19,g=25909,x=3,y=4,z=3)"
252640,50528,3,4,1869536,3,1869536,3,50528,5,1,37,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=5,b=1,r=5,g=50528,x=3,y=4,z=3)"
196365,65455,4,5,1047280,4,1047280,4,65455,3,1,16,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=65455,x=4,y=5,z=4)"
278640,46440,3,4,1671840,3,1671840,3,46440,6,1,36,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=6,b=1,r=6,g=46440,x=3,y=4,z=3)"
440895,29393,3,4,940576,3,940576,3,29393,15,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=15,b=1,r=15,g=29393,x=3,y=4,z=3)"
546710,23770,3,4,784410,3,784410,3,23770,23,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=23,b=1,r=23,g=23770,x=3,y=4,z=3)"
484848,26936,3,4,861952,3,861952,3,26936,18,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=18,b=1,r=18,g=26936,x=3,y=4,z=3)"
458752,28672,3,4,917504,3,917504,3,28672,16,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=16,b=1,r=16,g=28672,x=3,y=4,z=3)"
380666,34606,3,4,1141998,3,1141998,3,34606,11,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=11,b=1,r=11,g=34606,x=3,y=4,z=3)"
473535,27855,3,4,891360,3,891360,3,27855,17,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=17,b=1,r=17,g=27855,x=3,y=4,z=3)"
347175,38575,3,4,1311550,3,1311550,3,38575,9,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=9,b=1,r=9,g=38575,x=3,y=4,z=3)"
827526,16226,3,4,859978,3,859978,3,16226,51,1,53,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=51,b=1,r=51,g=16226,x=3,y=4,z=3)"
232100,58025,5,6,522225,5,522225,5,58025,4,1,9,5,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=58025,x=5,y=6,z=5)"
957236,14077,3,4,971313,3,971313,3,14077,68,1,69,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=68,b=1,r=68,g=14077,x=3,y=4,z=3)"
646722,20862,3,4,771894,3,771894,3,20862,31,1,37,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=31,b=1,r=31,g=20862,x=3,y=4,z=3)"
680510,20015,3,4,780585,3,780585,3,20015,34,1,39,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=34,b=1,r=34,g=20015,x=3,y=4,z=3)"
766647,17829,3,4,820134,3,820134,3,17829,43,1,46,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=43,b=1,r=43,g=17829,x=3,y=4,z=3)"
167010,83505,4,5,1419585,4,1419585,4,83505,2,1,17,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=83505,x=4,y=5,z=4)"
591975,23679,3,4,805086,3,805086,3,23679,25,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=25,b=1,r=25,g=23679,x=3,y=4,z=3)"
730208,19216,3,4,807072,3,807072,3,19216,38,1,42,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=38,b=1,r=38,g=19216,x=3,y=4,z=3)"
410508,34209,3,4,1128897,3,1128897,3,34209,12,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=12,b=1,r=12,g=34209,x=3,y=4,z=3)"
237020,59255,3,4,2310945,3,2310945,3,59255,4,1,39,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=59255,x=3,y=4,z=3)"
556358,25289,3,4,834537,3,834537,3,25289,22,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=22,b=1,r=22,g=25289,x=3,y=4,z=3)"
206682,68894,3,4,2824654,3,2824654,3,68894,3,1,41,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=68894,x=3,y=4,z=3)"
395824,35984,4,5,539760,4,539760,4,35984,11,1,15,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=11,b=1,r=11,g=35984,x=4,y=5,z=4)"
338904,42363,3,4,1482705,3,1482705,3,42363,8,1,35,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=8,b=1,r=8,g=42363,x=3,y=4,z=3)"
645743,22267,3,4,801612,3,801612,3,22267,29,1,36,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=29,b=1,r=29,g=22267,x=3,y=4,z=3)"
999879,14491,3,4,1014370,3,1014370,3,14491,69,1,70,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=69,b=1,r=69,g=14491,x=3,y=4,z=3)"
170352,85176,3,4,3747744,3,3747744,3,85176,2,1,44,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=85176,x=3,y=4,z=3)"
626184,23192,3,4,811720,3,811720,3,23192,27,1,35,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=27,b=1,r=27,g=23192,x=3,y=4,z=3)"
295974,49329,4,5,739935,4,739935,4,49329,6,1,15,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=6,b=1,r=6,g=49329,x=4,y=5,z=4)"
383040,38304,3,4,1302336,3,1302336,3,38304,10,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=10,b=1,r=10,g=38304,x=3,y=4,z=3)"
876512,16856,3,4,910224,3,910224,3,16856,52,1,54,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=52,b=1,r=52,g=16856,x=3,y=4,z=3)"
438620,33740,3,4,1113420,3,1113420,3,33740,13,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=13,b=1,r=13,g=33740,x=3,y=4,z=3)"
560196,26676,3,4,880308,3,880308,3,26676,21,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=21,b=1,r=21,g=26676,x=3,y=4,z=3)"
273735,54747,3,4,2080386,3,2080386,3,54747,5,1,38,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=5,b=1,r=5,g=54747,x=3,y=4,z=3)"
324191,46313,3,4,1667268,3,1667268,3,46313,7,1,36,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=7,b=1,r=7,g=46313,x=3,y=4,z=3)"
368559,40951,5,6,409510,5,409510,5,40951,9,1,10,5,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=9,b=1,r=9,g=40951,x=5,y=6,z=5)"
246964,61741,7,8,308705,7,308705,7,61741,4,1,5,7,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=61741,x=7,y=8,z=7)"
302622,50437,3,4,1866169,3,1866169,3,50437,6,1,37,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=6,b=1,r=6,g=50437,x=3,y=4,z=3)"
820116,18639,3,4,876033,3,876033,3,18639,44,1,47,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=44,b=1,r=44,g=18639,x=3,y=4,z=3)"
464702,33193,3,4,1095369,3,1095369,3,33193,14,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=14,b=1,r=14,g=33193,x=3,y=4,z=3)"
611520,25480,3,4,866320,3,866320,3,25480,24,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=24,b=1,r=24,g=25480,x=3,y=4,z=3)"
558740,27937,3,4,921921,3,921921,3,27937,20,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=20,b=1,r=20,g=27937,x=3,y=4,z=3)"
739375,21125,3,4,845000,3,845000,3,21125,35,1,40,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=35,b=1,r=35,g=21125,x=3,y=4,z=3)"
707328,22104,3,4,839952,3,839952,3,22104,32,1,38,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=32,b=1,r=32,g=22104,x=3,y=4,z=3)"
279620,55924,5,6,503316,5,503316,5,55924,5,1,9,5,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=5,b=1,r=5,g=55924,x=5,y=6,z=5)"
307638,51273,5,6,461457,5,461457,5,51273,6,1,9,5,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=6,b=1,r=6,g=51273,x=5,y=6,z=5)"
417703,37973,3,4,1291082,3,1291082,3,37973,11,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=11,b=1,r=11,g=37973,x=3,y=4,z=3)"
787332,20188,3,4,868084,3,868084,3,20188,39,1,43,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=39,b=1,r=39,g=20188,x=3,y=4,z=3)"
488430,32562,3,4,1074546,3,1074546,3,32562,15,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=15,b=1,r=15,g=32562,x=3,y=4,z=3)"
379314,42146,3,4,1475110,3,1475110,3,42146,9,1,35,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=9,b=1,r=9,g=42146,x=3,y=4,z=3)"
552482,29078,3,4,959574,3,959574,3,29078,19,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=19,b=1,r=19,g=29078,x=3,y=4,z=3)"
509456,31841,3,4,1050753,3,1050753,3,31841,16,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=16,b=1,r=16,g=31841,x=3,y=4,z=3)"
927394,17498,3,4,962390,3,962390,3,17498,53,1,55,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=53,b=1,r=53,g=17498,x=3,y=4,z=3)"
493440,32896,4,5,559232,4,559232,4,32896,15,1,17,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=15,b=1,r=15,g=32896,x=4,y=5,z=4)"
337568,48224,4,5,723360,4,723360,4,48224,7,1,15,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=7,b=1,r=7,g=48224,x=4,y=5,z=4)"
541890,30105,3,4,993465,3,993465,3,30105,18,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=18,b=1,r=18,g=30105,x=3,y=4,z=3)"
255744,63936,3,4,2557440,3,2557440,3,63936,4,1,40,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=63936,x=3,y=4,z=3)"
527408,31024,3,4,1023792,3,1023792,3,31024,17,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=17,b=1,r=17,g=31024,x=3,y=4,z=3)"
222183,74061,3,4,3110562,3,3110562,3,74061,3,1,42,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=74061,x=3,y=4,z=3)"
406250,40625,4,5,609375,4,609375,4,40625,10,1,15,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=10,b=1,r=10,g=40625,x=4,y=5,z=4)"
182234,91117,3,4,4100265,3,4100265,3,91117,2,1,45,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=91117,x=3,y=4,z=3)"
657774,25299,3,4,885465,3,885465,3,25299,26,1,35,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=26,b=1,r=26,g=25299,x=3,y=4,z=3)"
